"CCh_11x01" "CCh_11x02" "CCh_11x04" "CCh_11x05" "CCh_11x10" "CCh_3x07" "CCh_5x08" "CCh_5x09" "CCh_7x02" "CCh_7x04" "CTr_9x06" "EHi_11x09" "FCB_8x10" "FCo-Bo_10x02" "GRo_3x02" "GRo_4x07" "GRo_5x11" "GRo_6x12" "GRo&SMo_8x06" "HRa_3x04" "HRa_3x05" "HRa_4x04" "HRa_4x05" "JMa_10x05" "JMa_8x08" "JMa_8x09" "JMa&SMo_9x05" "JMo_4x02" "JWi_11x08" "KTe_4x03" "MBa_10x04" "MBl&CCh_11x03" "MGa_10x09" "MGa_1x03" "MGa_2x07" "MGa_5x03" "MGa_6x09" "MGa_7x08" "MGa_7x11" "MGa_8x03" "MGa_9x09" "MGr_2x11" "MGr_6x05" "MGr_6x06" "MJo_2x08" "MJo_2x09" "NCr_7x07" "NCr_7x09" "NGa_6x04" "NGa_7x12" "PCo_1x08" "PCo_3x08" "PCo_3x09" "PFo&SMo_8x02" "PHa_8x07" "PHa_9x07" "PHa&SMo10x07" "PHa&SMo_9x08" "PMcT_11x07" "RCu_5x10" "RMu_10x10" "RSh_1x06" "RTD_1x01" "RTD_1x02" "RTD_1x04" "RTD_1x05" "RTD_1x07" "RTD_1x11" "RTD_1x12" "RTD_1x13" "RTD_2x01" "RTD_2x02" "RTD_2x10" "RTD_2x12" "RTD_2x13" "RTD_3x01" "RTD_3x03" "RTD_3x11" "RTD_3x12" "RTD_3x13" "RTD_4x01" "RTD_4x10" "RTD_4x11" "RTD_4x12" "RTD_4x13" "RTD&GRo_S5" "RTD&PFo_S6" "RTD_S1" "RTD_S2" "RTD_S3" "RTD_S4" "RTD_S7.1" "RTD_S7.2" "SDo_10x03" "SDo_9x10" "SGr_3x06" "SGr_4x06" "SMo_10x01" "SMo_10x06" "SMo_10x11" "SMo_10x12" "SMo_1x09" "SMo_1x10" "SMo_2x04" "SMo_3x10" "SMo_4x08" "SMo_4x09" "SMo_5x01" "SMo_5x02" "SMo_5x04" "SMo_5x05" "SMo_5x12" "SMo_5x13" "SMo_6x01" "SMo_6x02" "SMo_6x07" "SMo_6x08" "SMo_6x13" "SMo_7x01" "SMo_7x05" "SMo_7x06" "SMo_7x13" "SMo_8x01" "SMo_8x04" "SMo_8x11" "SMo_8x12" "SMo_9x01" "SMo_9x02" "SMo_9x11" "SMo_9x12" "SMo_S10" "SMo_S11" "SMo_S12" "SMo_S13" "SMo_S14" "SMo_S15" "SMo_S8" "SMo_S9" "SNy_5x07" "STh_6x03" "STh_7x10" "STh&SMo_8x05" "TMa_2x05" "TMa_2x06" "TMa_6x10" "TWh_10x08" "TWh_2x03" "TWh_5x06" "TWh_6x11" "TWh_7x03" "TWh_9x03" "TWh_9x04" "VPa_11x06"
"excuse" 0 0 0 0 0.0195121951219512 0 0.023089355806973 0 0 0.0217817468961011 0.0577256109293823 0 0 0.0194628260023355 0.0387596899224806 0.0742528308891777 0.041407867494824 0 0.0707088562842496 0 0 0.018875047187618 0.0219346347883308 0.0206398348813209 0.0800768737988469 0 0 0.0569044006069803 0.0163025758069775 0.0216731686172518 0.0241779497098646 0.155871146518878 0 0.0392850127676291 0.0453309156844968 0.0459453250631748 0 0 0 0.0425894378194208 0.021308331557639 0 0 0 0.0217202432667246 0 0.0900360144057623 0.0546746856205577 0 0.0194401244167963 0.072463768115942 0.0854153320521033 0 0.0412371134020619 0 0.0257466529351184 0 0 0.0156274417877793 0.0446528242911364 0 0 0.0265181649429859 0.0240963855421687 0.11059500110595 0.0433369447453954 0 0.0768049155145929 0 0 0.10535187526338 0.0656886358659952 0.0391236306729265 0.0426530177010023 0 0.0214316330904415 0.0354233085370174 0.0403307118370639 0.0369822485207101 0 0.0468713381767049 0.0161524794055888 0.0359389038634322 0.0634920634920635 0 0.0474008532153579 0.0180766449746927 0 0.0352795907567472 0.028989708653428 0.0176460208223046 0.0388878086719813 0 0 0.0192455735180908 0.0460829493087558 0 0 0 0 0 0.049825610363727 0 0 0.0953288846520496 0.144092219020173 0.0207900207900208 0 0.0231696014828545 0.0204876049989756 0.0390472471690746 0 0.0204373594931535 0.0443951165371809 0.0209336403600586 0 0.0223214285714286 0 0 0 0.0684775165487332 0.0406173842404549 0.0410340582683627 0.020746887966805 0 0.0365096750638919 0 0 0 0 0 0.0502071043052592 0.0487567040468064 0.015001500150015 0.0287438919229664 0.0614156302779057 0.015451174289246 0 0 0 0 0.0688389169343736 0.0203458799593082 0 0 0 0.0437732545414752 0 0 0 0 0 0
"meet" 0.0347644707109334 0 0.0416406412658755 0 0.0195121951219512 0 0 0 0.0204081632653061 0 0.0192418703097941 0 0 0.0389256520046711 0.0387596899224806 0.0556896231668832 0.020703933747412 0 0.0176772140710624 0.0642123287671233 0.0220701831825204 0.0377500943752359 0 0 0.0640614990390775 0.061137151008763 0.109817702613661 0 0.0489077274209325 0 0.0241779497098646 0.0692760651195012 0 0.0196425063838146 0.0679963735267452 0 0 0 0.0548245614035088 0.0212947189097104 0 0 0.0244021473889702 0 0 0 0.0600240096038415 0.0273373428102788 0.0545851528384279 0 0.0241545893719807 0.0213538330130258 0 0.0206185567010309 0 0 0 0 0.0625097671511174 0.0223264121455682 0.0622923588039867 0 0.0530363298859719 0 0 0.0216684723726977 0.0205338809034908 0.0192012288786482 0.0551065393093314 0.0239923224568138 0.0210703750526759 0 0.176056338028169 0.0213265088505012 0 0.0214316330904415 0.0177116542685087 0.0604960677555959 0.018491124260355 0.0411946446961895 0.0234356690883525 0.0161524794055888 0.0718778077268643 0 0.0500333555703803 0.0316005688102386 0.0723065798987708 0 0.0176397953783736 0.043484562980142 0.0352920416446091 0 0 0.0229779411764706 0 0.0230414746543779 0 0.0232342007434944 0.0242424242424242 0 0 0.0747384155455904 0 0.0420786871449611 0.0714966634890372 0.0205846027171676 0.0415800415800416 0 0.0231696014828545 0 0 0 0 0.0443951165371809 0 0.124069478908189 0 0.0390472471690746 0.0669194735668079 0 0 0.0203086921202275 0.0410340582683627 0.04149377593361 0.0422743606002959 0.018254837531946 0.0206868018204386 0.0450146297546703 0 0.018001800180018 0 0.0125517760763148 0.0487567040468064 0 0 0.0307078151389529 0 0.0376151965394019 0 0.0250815149235014 0 0.0458926112895824 0 0.0466200466200466 0.0449539222297145 0 0.0875465090829503 0.0250563768479078 0 0 0 0.0263435194942044 0.0179662234998203
"rest" 0.0173822353554667 0.0176584849019954 0.0208203206329377 0.0304831580551745 0.0585365853658537 0.0238038562247084 0.046178711613946 0.0639386189258312 0.0204081632653061 0 0.0384837406195882 0.0188928773852258 0 0.0194628260023355 0.0193798449612403 0 0.020703933747412 0.0375234521575985 0 0 0 0.0377500943752359 0 0.0412796697626419 0.0160153747597694 0.0203790503362543 0.0658906215681968 0.0189681335356601 0.0489077274209325 0 0.0483558994197292 0 0 0.0196425063838146 0 0.0229726625315874 0 0.0267236771779797 0.0274122807017544 0.127768313458262 0.0852333262305561 0 0 0 0.0217202432667246 0 0.150060024009604 0.0546746856205577 0.0909752547307132 0.0388802488335925 0.0241545893719807 0 0.022436616558223 0.0618556701030928 0.0197667523225934 0.0257466529351184 0 0.0232612235403582 0.0312548835755587 0 0.0207641196013289 0 0 0.0240963855421687 0.04423800044238 0 0.0205338809034908 0.0192012288786482 0 0.0719769673704415 0.0421407501053519 0.0218962119553317 0.0586854460093897 0 0.0232450023245002 0 0.0177116542685087 0.0403307118370639 0.018491124260355 0.0411946446961895 0 0.0323049588111775 0.0179694519317161 0.0211640211640212 0.0500333555703803 0 0.0180766449746927 0.0334168755221387 0.0352795907567472 0.014494854326714 0.0529380624669137 0 0.0192196809532962 0 0.0192455735180908 0 0 0 0 0.0239120038259206 0.0620604054613157 0 0.0204081632653061 0.0841573742899221 0.0238322211630124 0.0205846027171676 0 0.0161786118751011 0.0231696014828545 0 0 0 0.0817494379726139 0 0.0209336403600586 0.0413564929693962 0.0446428571428571 0 0.044612982377872 0.073909830007391 0 0 0.0547120776911503 0.020746887966805 0.021137180300148 0 0.0413736036408771 0 0.065359477124183 0 0.0172028212626871 0.0125517760763148 0.0162522346822688 0.06000600060006 0.0431158378844496 0.0460617227084293 0.015451174289246 0.018807598269701 0.0202675314146737 0.0752445447705041 0.024869435463815 0 0.0203458799593082 0 0 0.021978021978022 0.0437732545414752 0 0.0223713646532438 0 0 0 0.0179662234998203
"signal" 0.0347644707109334 0 0.0208203206329377 0.060966316110349 0.0585365853658537 0.119019281123542 0.023089355806973 0.0213128729752771 0.0612244897959184 0.0217817468961011 0 0.0188928773852258 0 0 0 0 0 0 0 0 0 0.0566251415628539 0.0877385391533231 0 0 0 0 0 0 0.0433463372345037 0 0 0 0.0196425063838146 0 0.0459453250631748 0 0.0801710315339391 0 0 0.149158320903473 0 0 0.1057753331923 0.0217202432667246 0.020124773596297 0 0 0.0363901018922853 0 0.0241545893719807 0 0 0.0206185567010309 0 0.0772399588053553 0 0.0232612235403582 0.0156274417877793 0 0 0.0911784818782767 0.185627154600902 0.0240963855421687 0.02211900022119 0.130010834236186 0 0 0.0551065393093314 0.0479846449136276 0.0210703750526759 0 0 0 0 0 0.0177116542685087 0.0604960677555959 0.0369822485207101 0.0411946446961895 0.0937426763534099 0.0323049588111775 0 0.126984126984127 0 0.0474008532153579 0.0180766449746927 0.050125313283208 0.0352795907567472 0.014494854326714 0 0.0194439043359907 0.115318085719777 0 0 0 0 0 0 0 0 0 0.0408163265306122 0 0 0.0205846027171676 0.0831600831600832 0.0161786118751011 0 0.102438024994878 0 0.0480422772039395 0 0 0.0209336403600586 0.0206782464846981 0.0223214285714286 0 0.044612982377872 0.0492732200049273 0.0228258388495777 0 0.0136780194227876 0 0.021137180300148 0 0 0 0 0 0 0 0.0812611734113441 0.015001500150015 0.0287438919229664 0.0460617227084293 0.0618046971569839 0.0376151965394019 0 0.0501630298470028 0.024869435463815 0 0 0.0466200466200466 0.0899078444594291 0.0659340659340659 0 0 0 0 0.0206483584555028 0.0526870389884089 0.0179662234998203
"today" 0.0347644707109334 0 0.0208203206329377 0 0 0 0.069268067420919 0.0639386189258312 0.0204081632653061 0.0435634937922021 0.0192418703097941 0 0.0563486100676183 0 0 0.0185632077222944 0.082815734989648 0.0562851782363977 0.0707088562842496 0.0214041095890411 0.0441403663650408 0 0.0219346347883308 0 0.0320307495195388 0.0203790503362543 0.0658906215681968 0.0379362670713202 0.0815128790348875 0.0216731686172518 0 0.0692760651195012 0.0511116790186558 0 0.0453309156844968 0 0.0497388709276299 0 0 0 0 0.0196270853778214 0 0.0423101332769198 0 0 0 0 0 0 0 0.0427076660260517 0 0.0824742268041237 0.0395335046451868 0 0.0444938820912125 0.0232612235403582 0.046882325363338 0.0669792364367046 0 0 0 0 0 0.0433369447453954 0.0205338809034908 0.0384024577572965 0 0 0.0210703750526759 0.0218962119553317 0.0195618153364632 0.0213265088505012 0 0.042863266180883 0 0 0.0369822485207101 0.0205973223480947 0 0 0.0179694519317161 0 0.0166777851901268 0.0158002844051193 0.0903832248734635 0.100250626566416 0.0352795907567472 0 0.0176460208223046 0 0.0768787238131847 0 0 0.0691244239631336 0.0423818605636787 0 0.0242424242424242 0.0478240076518412 0.0413736036408771 0 0 0.0210393435724805 0 0 0.0207900207900208 0.0161786118751011 0.0231696014828545 0.0409752099979512 0.0195236235845373 0.0720634158059092 0.040874718986307 0 0.0837345614402345 0.0620347394540943 0.0223214285714286 0.0390472471690746 0.022306491188936 0 0.0228258388495777 0.0203086921202275 0 0.020746887966805 0.0422743606002959 0.0365096750638919 0.0827472072817542 0.0225073148773351 0 0 0.0172028212626871 0.0502071043052592 0.0162522346822688 0 0.0143719459614832 0.0153539075694764 0 0 0 0.0501630298470028 0.0746083063914449 0 0.0203458799593082 0 0 0 0.0218866272707376 0.0501127536958156 0.0447427293064877 0.0549752611324904 0 0 0.0359324469996407
"happy" 0 0 0 0 0.0195121951219512 0.119019281123542 0 0 0 0.0217817468961011 0 0.0188928773852258 0.0187828700225394 0.35033086804204 0 0 0 0.0375234521575985 0.0176772140710624 0 0 0 0.0219346347883308 0.0206398348813209 0.0160153747597694 0 0.0439270810454645 0.0189681335356601 0.0163025758069775 0.0650195058517555 0.0241779497098646 0 0.0511116790186558 0.0392850127676291 0 0 0 0.0267236771779797 0 0 0 0.0392541707556428 0 0.0634651999153797 0 0.020124773596297 0 0.0546746856205577 0 0 0 0 0.022436616558223 0 0 0 0 0.0465224470807164 0.046882325363338 0 0.0207641196013289 0.0227946204695692 0.0265181649429859 0 0 0.0433369447453954 0 0.0576036866359447 0.0183688464364438 0 0.0421407501053519 0.0437924239106635 0 0.0426530177010023 0 0.0214316330904415 0.26567481402763 0.0604960677555959 0 0.0205973223480947 0.0234356690883525 0 0.0359389038634322 0 0 0.0158002844051193 0 0 0 0.0579794173068561 0.0176460208223046 0.0388878086719813 0.0768787238131847 0 0 0 0 0.0232342007434944 0.0242424242424242 0.0239120038259206 0 0 0 0 0.0476644423260248 0 0 0 0 0 0 0.0480422772039395 0.102186797465767 0 0 0 0 0 0.022306491188936 0.0492732200049273 0 0 0.0273560388455752 0.020746887966805 0 0.0365096750638919 0 0.0900292595093405 0 0.018001800180018 0 0.0251035521526296 0.0325044693645376 0.06000600060006 0.0574877838459327 0.0460617227084293 0.030902348578492 0.131653187887907 0.0608025942440211 0 0 0 0.0406917599186165 0 0.0449539222297145 0.021978021978022 0.0656598818122127 0 0.0447427293064877 0 0.0412967169110056 0.0263435194942044 0.053898670499461
"heard" 0 0.0176584849019954 0.0208203206329377 0.0304831580551745 0 0.0714115686741252 0 0 0.0204081632653061 0 0.0192418703097941 0.0944643869261289 0.0187828700225394 0.0194628260023355 0.0581395348837209 0.0556896231668832 0.041407867494824 0 0 0.0428082191780822 0 0.018875047187618 0 0.0206398348813209 0 0.0407581006725087 0 0.0189681335356601 0.0163025758069775 0.0433463372345037 0.0725338491295938 0.0173190162798753 0 0.0392850127676291 0.0226654578422484 0.0229726625315874 0.0497388709276299 0.0267236771779797 0.0548245614035088 0.0212947189097104 0.0426166631152781 0.0392541707556428 0 0.0423101332769198 0 0.140873415174079 0.0300120048019208 0 0.0363901018922853 0.0583203732503888 0.0241545893719807 0.0427076660260517 0 0 0 0 0.0222469410456062 0.0465224470807164 0.0312548835755587 0.0223264121455682 0.0207641196013289 0 0 0 0.02211900022119 0.0433369447453954 0 0.0384024577572965 0 0.0239923224568138 0.0210703750526759 0.0437924239106635 0.0195618153364632 0.0853060354020047 0.0232450023245002 0.0214316330904415 0.0354233085370174 0.0403307118370639 0.0554733727810651 0.0205973223480947 0.0234356690883525 0 0.0179694519317161 0.0211640211640212 0.0166777851901268 0.0158002844051193 0.0180766449746927 0.0167084377610693 0 0 0.0176460208223046 0.0388878086719813 0.0576590428598885 0 0.0192455735180908 0.0691244239631336 0 0 0 0.0239120038259206 0.0206868018204386 0 0.0204081632653061 0.0420786871449611 0.0238322211630124 0.0411692054343351 0.0207900207900208 0.0485358356253034 0 0 0.0585708707536119 0.0480422772039395 0 0.0443951165371809 0.0209336403600586 0.0620347394540943 0.0446428571428571 0.0585708707536119 0.044612982377872 0.0246366100024637 0.0228258388495777 0.0609260763606824 0 0 0.0634115409004439 0 0 0 0 0.054005400540054 0 0.062758880381574 0.0162522346822688 0.03000300030003 0 0 0 0.018807598269701 0.0405350628293474 0 0 0 0.0203458799593082 0 0 0 0 0.0250563768479078 0.0223713646532438 0 0.0412967169110056 0.0263435194942044 0.0359324469996407
"job" 0 0 0.083281282531751 0.0457247370827618 0.0195121951219512 0.0476077124494168 0 0 0.0612244897959184 0.108908734480505 0.0384837406195882 0 0.0375657400450789 0.0389256520046711 0 0 0.041407867494824 0.0187617260787993 0.0353544281421248 0.0214041095890411 0 0.0755001887504719 0.0219346347883308 0.0619195046439628 0.128122998078155 0.0407581006725087 0 0.0189681335356601 0.0163025758069775 0 0.0483558994197292 0.121233113959127 0 0 0.0453309156844968 0.0229726625315874 0 0 0 0 0 0 0.0244021473889702 0 0.0868809730668983 0.020124773596297 0.0300120048019208 0 0.0363901018922853 0.0388802488335925 0.0483091787439614 0 0.044873233116446 0.0412371134020619 0 0 0 0 0.093764650726676 0.0223264121455682 0.0207641196013289 0.0683838614087075 0.106072659771944 0.0240963855421687 0.04423800044238 0.0433369447453954 0.0205338809034908 0.0384024577572965 0.0183688464364438 0 0 0.0218962119553317 0.0391236306729265 0 0.0232450023245002 0 0 0 0.0554733727810651 0.0617919670442842 0.0468713381767049 0.0323049588111775 0.161725067385445 0.0423280423280423 0.0500333555703803 0.0316005688102386 0.0180766449746927 0 0.0529193861351208 0.028989708653428 0.0352920416446091 0 0 0 0 0.0460829493087558 0 0 0 0.0239120038259206 0 0 0.0204081632653061 0 0.0238322211630124 0.0205846027171676 0.0207900207900208 0.0485358356253034 0.0231696014828545 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.020746887966805 0 0 0 0 0 0 0.0172028212626871 0.112965984686833 0 0 0.0431158378844496 0.0307078151389529 0 0 0.0202675314146737 0.0250815149235014 0.024869435463815 0.0458926112895824 0 0.0233100233100233 0 0.021978021978022 0 0.0751691305437234 0 0 0 0 0
"nine" 0.0347644707109334 0 0 0.0152415790275873 0.0585365853658537 0.14282313734825 0.069268067420919 0.0213128729752771 0.0204081632653061 0.0871269875844043 0 0 0 0 0.0775193798449612 0 0 0.0562851782363977 0.0707088562842496 0.0856164383561644 0.0220701831825204 0 0.0658039043649923 0 0.0320307495195388 0 0.0219635405227323 0 0 0 0 0 0.0255558395093279 0 0 0.0459453250631748 0 0 0 0 0 0 0.0244021473889702 0.0211550666384599 0.0217202432667246 0.221372509559267 0 0 0.0545851528384279 0.0583203732503888 0 0 0 0 0.0395335046451868 0 0 0 0.0156274417877793 0 0 0.0227946204695692 0 0.072289156626506 0.15483300154833 0 0.164271047227926 0 0.0734753857457752 0.167946257197697 0 0 0 0.0213265088505012 0.0232450023245002 0.042863266180883 0.0177116542685087 0.0403307118370639 0.018491124260355 0.0205973223480947 0 0 0.0359389038634322 0.0423280423280423 0.0500333555703803 0.0474008532153579 0.0180766449746927 0.0167084377610693 0 0.028989708653428 0 0 0.0768787238131847 0 0.0192455735180908 0 0 0 0.0242424242424242 0 0 0.049825610363727 0.0204081632653061 0 0 0 0.0207900207900208 0 0 0.0204876049989756 0.0780944943381492 0.0240211386019697 0 0.0665926748057714 0.0209336403600586 0.0413564929693962 0.0223214285714286 0 0 0 0 0 0.0273560388455752 0 0.021137180300148 0.018254837531946 0 0 0 0 0 0.0125517760763148 0 0.03000300030003 0.0143719459614832 0 0.015451174289246 0.018807598269701 0.0405350628293474 0 0.024869435463815 0 0.081383519837233 0.116550116550117 0 0 0.131319763624425 0.0250563768479078 0 0.0824628916987356 0 0 0.0179662234998203
"needs" 0 0 0.083281282531751 0.0152415790275873 0 0.0714115686741252 0 0 0.0408163265306122 0.0217817468961011 0 0.0377857547704515 0.0187828700225394 0.0583884780070066 0.0193798449612403 0.0371264154445888 0.020703933747412 0.112570356472795 0.0176772140710624 0.0428082191780822 0.0220701831825204 0.018875047187618 0.0438692695766615 0.0412796697626419 0 0.0407581006725087 0.0219635405227323 0 0 0 0.0241779497098646 0 0 0 0.0226654578422484 0.0229726625315874 0.0497388709276299 0.0267236771779797 0.0548245614035088 0.0212947189097104 0 0.0785083415112856 0.0976085895558809 0.0423101332769198 0.0217202432667246 0.020124773596297 0 0.0546746856205577 0 0.0777604976671851 0.0241545893719807 0.0213538330130258 0 0 0 0 0.0444938820912125 0 0.046882325363338 0 0 0.0911784818782767 0.0530363298859719 0.0240963855421687 0 0 0.0205338809034908 0 0 0.0239923224568138 0.0421407501053519 0.0437924239106635 0 0.0213265088505012 0.0464900046490005 0.0214316330904415 0.0708466170740347 0.0604960677555959 0.0739644970414201 0 0 0.0161524794055888 0.0539083557951483 0 0.0500333555703803 0.0316005688102386 0.0180766449746927 0 0.0529193861351208 0.014494854326714 0.0352920416446091 0 0 0 0.0192455735180908 0 0 0.0464684014869888 0.0484848484848485 0.0239120038259206 0 0 0 0.0420786871449611 0 0 0 0.0161786118751011 0 0 0 0 0.0613120784794605 0.0221975582685905 0.0209336403600586 0.0827129859387924 0.0446428571428571 0 0 0 0.0228258388495777 0.0203086921202275 0.0410340582683627 0.0622406639004149 0 0.018254837531946 0.0620604054613157 0.0225073148773351 0.0326797385620915 0.018001800180018 0.0344056425253742 0 0.0325044693645376 0 0.0287438919229664 0.0307078151389529 0.015451174289246 0.018807598269701 0.0202675314146737 0.0250815149235014 0.0497388709276299 0 0.0406917599186165 0.0466200466200466 0 0 0.0218866272707376 0 0.0447427293064877 0.0274876305662452 0.0206483584555028 0.0263435194942044 0.0179662234998203
"knows" 0.0347644707109334 0 0 0 0 0.0238038562247084 0.023089355806973 0.0426257459505541 0 0.0653452406883032 0.0192418703097941 0.0377857547704515 0.0375657400450789 0.0194628260023355 0.0387596899224806 0.0556896231668832 0 0.0187617260787993 0.0353544281421248 0 0 0 0 0 0.0320307495195388 0.0203790503362543 0.0219635405227323 0.0189681335356601 0.0163025758069775 0.0216731686172518 0.0241779497098646 0.0519570488396259 0 0.0196425063838146 0 0.0229726625315874 0 0.0267236771779797 0.0548245614035088 0.0212947189097104 0.106541657788195 0 0 0.0211550666384599 0 0.0402495471925941 0 0.0273373428102788 0.0363901018922853 0.0972006220839813 0 0.0427076660260517 0.044873233116446 0.0412371134020619 0.0395335046451868 0 0 0.0232612235403582 0.0156274417877793 0.0446528242911364 0.103820598006645 0.0911784818782767 0.0530363298859719 0 0.11059500110595 0.0216684723726977 0.0410677618069815 0 0.0183688464364438 0.0239923224568138 0 0 0.0195618153364632 0.0213265088505012 0.0232450023245002 0 0.0177116542685087 0.020165355918532 0.0369822485207101 0.0205973223480947 0 0.0161524794055888 0 0 0.0166777851901268 0 0.0542299349240781 0.0334168755221387 0.0176397953783736 0.014494854326714 0 0.0388878086719813 0 0.0229779411764706 0.0192455735180908 0.0691244239631336 0 0 0.0484848484848485 0.0239120038259206 0.0413736036408771 0.049825610363727 0.0408163265306122 0.0631180307174416 0.0238322211630124 0 0.0623700623700624 0.0647144475004045 0.046339202965709 0.0204876049989756 0 0.0480422772039395 0.040874718986307 0.0665926748057714 0.0418672807201172 0 0.0223214285714286 0 0 0.0246366100024637 0.0228258388495777 0.0203086921202275 0.0410340582683627 0 0 0.018254837531946 0.0827472072817542 0.0450146297546703 0 0 0 0.0376553282289444 0 0.045004500450045 0.0143719459614832 0.0307078151389529 0 0 0.0202675314146737 0.0250815149235014 0 0.0229463056447912 0 0.0466200466200466 0 0 0 0 0 0 0.0206483584555028 0 0.0359324469996407
"past" 0 0.0176584849019954 0 0.0152415790275873 0 0 0.023089355806973 0.0639386189258312 0 0.0217817468961011 0 0 0 0.0389256520046711 0.0387596899224806 0.111379246333766 0 0 0 0 0.0220701831825204 0.018875047187618 0 0 0.0160153747597694 0 0 0 0.0163025758069775 0.0216731686172518 0.0483558994197292 0.0692760651195012 0.0255558395093279 0.0589275191514437 0 0.0229726625315874 0.0497388709276299 0 0.0548245614035088 0.0212947189097104 0 0.0392541707556428 0 0.0211550666384599 0 0.020124773596297 0.0300120048019208 0 0.0181950509461426 0 0.0241545893719807 0.0427076660260517 0.022436616558223 0 0.0197667523225934 0.0514933058702369 0 0.0232612235403582 0.0156274417877793 0.0223264121455682 0 0 0 0.0481927710843374 0 0.0433369447453954 0 0.0192012288786482 0.0183688464364438 0 0.0210703750526759 0 0 0.0639795265515035 0.0232450023245002 0.085726532361766 0.0177116542685087 0.020165355918532 0.0369822485207101 0.0617919670442842 0.0703070072650574 0.0161524794055888 0.125786163522013 0 0 0.0158002844051193 0.0361532899493854 0 0.0176397953783736 0.028989708653428 0.0705840832892183 0.0194439043359907 0.0384393619065923 0.0459558823529412 0.0769822940723634 0.0230414746543779 0.0211909302818394 0.0697026022304833 0 0 0 0 0.0408163265306122 0 0.0476644423260248 0 0 0 0.0231696014828545 0.0204876049989756 0.0390472471690746 0.0240211386019697 0 0.0665926748057714 0.0628009210801758 0 0 0.117141741507224 0.022306491188936 0 0.0456516776991554 0.0609260763606824 0.0410340582683627 0 0 0.018254837531946 0.0206868018204386 0 0.0326797385620915 0.036003600360036 0 0.0376553282289444 0.0325044693645376 0.015001500150015 0.0143719459614832 0 0.0772558714462299 0 0 0 0.0746083063914449 0 0.0203458799593082 0.0466200466200466 0.0674308833445718 0.043956043956044 0 0 0.0223713646532438 0.109950522264981 0.0206483584555028 0 0.0179662234998203
